"";"price";"type";"district";"municipality";"street";"c";"link";"condition";"usable_area";"built_up_area";"land_area";"commission_in_price";"rooms"
"622";119000;"Byt";"okres Nové Zámky";"Nové Zámky";"okres Nové Zámky";NA;"https://www.nehnutelnosti.sk/4981189/na-predaj-zrekonstruovany-3-izbovy-byt-s-dvoma-balkonmi-na-sidlisku-juh-v-novych-zamkoch/";"Kompletná rekonštrukcia";"84";NA;NA;"no";"3"
"623";73990;"Byt";"okres Rimavská Sobota";"Rimavská Sobota";"okres Rimavská Sobota";NA;"https://www.nehnutelnosti.sk/4981184/predaj-dvojizbovy-byt-rimavska-sobota-garaz-exkluzivne-halo-reality/";"Čiastočná rekonštrukcia";"69";NA;NA;"no";"2"
"624";NA;"Byt";"okres Bratislava";"Bratislava II - Ružinov";"okres Bratislava";NA;"https://www.nehnutelnosti.sk/4972208/vietnamska-stylovo-zariadeny-2i-byt-v-novostavbe-dornyk-s-parkovacim-miestom/";"Novostavba";"49";NA;NA;"no";"2"
"625";97000;"Byt";"okres Nové Zámky";"Nové Zámky";"okres Nové Zámky";NA;"https://www.nehnutelnosti.sk/4981146/na-predaj-tehlovy-2-izbovy-byt-s-parkovanim-vo-dvore-v-centre-mesta-v-novych-zamkoch/";"Čiastočná rekonštrukcia";"61";NA;NA;"no";"2"
"626";185000;"Rodinný dom";"okres Nové Zámky";"Nové Zámky";"okres Nové Zámky";NA;"https://www.nehnutelnosti.sk/4981122/na-predaj-rodinny-dom-s-garazou-dielnou-ovocnym-sadom-a-obrovskym-pozemkom-3-minuty-od-novych-zam/";"Čiastočná rekonštrukcia";"104";NA;NA;"no";NA
"627";279000;"Rodinný dom";"okres Senec";"Senec";"okres Senec";NA;"https://www.nehnutelnosti.sk/4981114/ponukame-na-predaj-4-izbovy-rodinny-dom-v-novovybudovanej-lokalite-mesta-senec/";"Novostavba";"101";"130";"580";"no";NA
"628";62000;"Rodinný dom";"okres Nové Zámky";"Komoča";"okres Nové Zámky";NA;"https://www.nehnutelnosti.sk/4981087/na-predaj-dom-s-20-arovym-pozemkom-v-obci-komoca-okres-nove-zamky/";"Pôvodný stav";"160";NA;NA;"no";NA
"629";93000;"Byt";"okres Šaľa";"Šaľa";"okres Šaľa";NA;"https://www.nehnutelnosti.sk/4981082/predaj-velkometrazneho-bytu-za-skvelu-cenu-loggia-nove-bytove-jadro-znalecky-posudok-hotovy/";"Čiastočná rekonštrukcia";"79";"79";"79";"no";"3"
"630";159900;"Byt";"okres Žilina";"Žilina - Vlčince";"okres Žilina";NA;"https://www.nehnutelnosti.sk/4981078/3-izbovy-byt-vlcince-ii/";"Čiastočná rekonštrukcia";"74";NA;NA;"no";"3"
"631";87000;"Byt";"okres Michalovce";"Strážske";"okres Michalovce";NA;"https://www.nehnutelnosti.sk/4981065/super-ponuka-3-izboveho-bytu-v-strazskom/";"Kompletná rekonštrukcia";NA;NA;"64";"no";"3"
"632";180000;"Rodinný dom";"okres Galanta";"Hoste";"okres Galanta";NA;"https://www.nehnutelnosti.sk/4981059/novostavba-4izbovy-rodinny-dom-na-predaj-hoste/";"Vo výstavbe";"200";"250";"537";"yes";NA
"633";147000;"Byt";"okres Nové Zámky";"Nové Zámky";"okres Nové Zámky";NA;"https://www.nehnutelnosti.sk/4981045/na-predaj-moderne-zariadeny-3-izbovy-byt-s-loggiou-na-sidlisku-juh-v-novych-zamkoch/";"Kompletná rekonštrukcia";"79";NA;NA;"no";"3"
"634";72500;"Byt";"okres Nové Zámky";"Nové Zámky";"okres Nové Zámky";NA;"https://www.nehnutelnosti.sk/4981015/na-predaj-1-izbovy-byt-na-nabreznej-ulici-v-novych-zamkoch/";"Kompletná rekonštrukcia";"35";NA;NA;"no";"1"
"635";205000;"Rodinný dom";"okres Žilina";"Žilina";"okres Žilina";NA;"https://www.nehnutelnosti.sk/4981009/exkluzivne-na-predaj-rodinny-dom-trnove-1225-m2-zilina-trnove/";"Pôvodný stav";NA;"90";"1225";"no";NA
"636";369000;"Rodinný dom";"okres Žilina";"Rajec";"okres Žilina";NA;"https://www.nehnutelnosti.sk/4981007/na-predaj-rodinny-dom-730-m2-rajec-centrum/";"Kompletná rekonštrukcia";"400";NA;"730";"no";NA
"637";128000;"Rodinný dom";"okres Galanta";"Čierny Brod";"okres Galanta";NA;"https://www.nehnutelnosti.sk/4981000/predaj-rodinneho-domu-galanta-cast-cierny-brod-pozemok-391-m2-ciastocna-rekonstrukcia/";"Čiastočná rekonštrukcia";"93";"135";"391";"no";NA
"638";329000;"Rodinný dom";"okres Dunajská Streda";"Báč";"okres Dunajská Streda";NA;"https://www.nehnutelnosti.sk/4980998/5-izbovy-dvojpodlazny-rodinny-dom-vo-vybornej-lokalite/";"Novostavba";"137";"160";NA;"no";NA
"639";136000;"Byt";"okres Malacky";"Malacky";"okres Malacky";NA;"https://www.nehnutelnosti.sk/4951332/na-predaj-2-izbovy-byt-v-standarde-v-modernej-novostavbe-s-garazovym-statim/";"Novostavba";"55";NA;NA;"no";"2"
"640";234000;"Rodinný dom";"okres Komárno";"Nesvady";"okres Komárno";NA;"https://www.nehnutelnosti.sk/4980983/na-predaj-dreveny-zrubovy-dom-pri-termalnom-kupalisku-v-nesvadoch/";"Novostavba";"120";NA;NA;"no";NA
"641";227900;"Byt";"okres Bratislava";"Bratislava II - Ružinov";"okres Bratislava";NA;"https://www.nehnutelnosti.sk/4932761/na-predaj-velkometrazny-3-izb-byt-s-loggiou-a-satnikom-v-ruzinove/";"Pôvodný stav";"87";NA;NA;"no";"3"
"642";450000;"Rodinný dom";"okres Trnava";"Trnava";"okres Trnava";NA;"https://www.nehnutelnosti.sk/4980960/dvojpodlazny-5-izbovy-rd-s-bazenom-v-trnave-cast-kamenny-mlyn/";NA;NA;NA;NA;"no";NA
"643";NA;"Rodinný dom";"okres Šaľa";"Žihárec";"okres Šaľa";NA;"https://www.nehnutelnosti.sk/4980953/na-predaj-nizkoenergeticka-novostavba-4-izboveho-bungalovu-v-ziharci/";"Novostavba";NA;NA;NA;"no";NA
"644";379000;"Byt";"okres Žilina";"Žilina";"okres Žilina";NA;"https://www.nehnutelnosti.sk/4980945/pripravujeme-na-predaj-priestranny-lukrativny-3-izbovy-byt-v-top-lokalite-zilina-o-vymere-125m2s-te/";"Čiastočná rekonštrukcia";"125";NA;NA;"no";"3"
"645";231980;"Byt";"okres Bratislava";"Bratislava II - Ružinov";"okres Bratislava";NA;"https://www.nehnutelnosti.sk/4980946/novo-zrekonstruovany-3-izbovy-byt-na-seberiniho-ulici-v-bratislave/";"Kompletná rekonštrukcia";"65";NA;NA;"no";"3"
"646";NA;"Rodinný dom";"okres Poprad";"Vernár";"okres Poprad";NA;"https://www.nehnutelnosti.sk/4980939/rodinny-dom-na-predaj-vernar/";"Čiastočná rekonštrukcia";"110";"79";"921";"no";NA
"647";174900;"Byt";"okres Trnava";"Trnava";"okres Trnava";NA;"https://www.nehnutelnosti.sk/4980926/gestto-3-izbovy-byt-druzba-kompletna-rekonstrukcia-vyborna-cena/";"Kompletná rekonštrukcia";"65,1";NA;NA;"no";"3"
"648";NA;"Rodinný dom";"okres Senec";"Reca";"okres Senec";NA;"https://www.nehnutelnosti.sk/4980924/rodinna-vila-pri-sukromnom-jazere-s-privatnym-vstupom-a-plazou/";"Novostavba";"390";"375";"1539";"yes";NA
"649";131900;"Byt";"okres Nitra";"Nitra";"okres Nitra";NA;"https://www.nehnutelnosti.sk/4980922/predaj-3i-byt-64-m2-loggia-nitra/";"Čiastočná rekonštrukcia";"64";NA;NA;"no";"3"
"650";131900;"Rodinný dom";"okres Komárno";"Kolárovo";"okres Komárno";NA;"https://www.nehnutelnosti.sk/4980916/na-predaj-novostavba-nizkoenergeticke-3-izbove-radove-domy-s-terasou-v-kolarove/";"Novostavba";"129";NA;NA;"no";NA
"651";100990;"Byt";"okres Žilina";"Žilina - Vlčince";"okres Žilina";NA;"https://www.nehnutelnosti.sk/4980912/1-izbovy-byt-vo-vyhodnej-lokalite-zilina-vlcince/";"Pôvodný stav";"37";NA;NA;"no";"1"
"652";NA;"Byt";"okres Bratislava";"Bratislava II - Ružinov";"okres Bratislava";NA;"https://www.nehnutelnosti.sk/4980908/na-predaj-slnecny-3-izbovy-byt-bratislava-ruzinov-banselova-ulica/";"Čiastočná rekonštrukcia";"70";NA;NA;"no";"3"
"653";59990;"Rodinný dom";"okres Veľký Krtíš";"Ďurkovce";"okres Veľký Krtíš";NA;"https://www.nehnutelnosti.sk/4980898/rodinny-dom-v-tichej-casti-obce-durkovce/";"Pôvodný stav";NA;NA;NA;"no";NA
"654";135000;"Byt";"okres Bratislava";"Bratislava II - Ružinov";"okres Bratislava";NA;"https://www.nehnutelnosti.sk/4980896/ba-ii-trnavka-projekt-ovocne-sady/";"Novostavba";"34";NA;NA;"no";"2"
"655";87000;"Byt";"okres Nové Zámky";"Nové Zámky";"okres Nové Zámky";NA;"https://www.nehnutelnosti.sk/4980856/2-izbovy-byt-na-sidlisku-juh-nove-zamky-45-99m2/";"Čiastočná rekonštrukcia";"45,99";NA;NA;"no";"2"
"656";65000;"Rodinný dom";"okres Komárno";"Veľké Kosihy";"okres Komárno";NA;"https://www.nehnutelnosti.sk/4980855/exkluzivne-ponukame-na-predaj-dom-v-okanikove/";"Pôvodný stav";"190";"190";NA;"no";NA
"657";NA;"Byt";"okres Poprad";"Poprad";"okres Poprad";NA;"https://www.nehnutelnosti.sk/4980853/exkluzivne-moderny-3-izbovy-byt-s-balkonom-na-predaj-poprad-juh-3/";"Kompletná rekonštrukcia";"68";NA;NA;"no";"3"
"658";33000;"Rodinný dom";"okres Kysucké Nové Mesto";"Kysucký Lieskovec";"okres Kysucké Nové Mesto";NA;"https://www.nehnutelnosti.sk/4980844/na-predaj-rodinny-dom-kysucky-lieskovec/";"Pôvodný stav";"52";"65";"293";"no";NA
"659";220000;"Rodinný dom";"okres Žilina";"Rosina";"okres Žilina";NA;"https://www.nehnutelnosti.sk/4980839/rodinny-dom-rosina/";"Novostavba";"101";"65";"345";"no";NA
"660";123000;"Byt";"okres Liptovský Mikuláš";"Liptovský Peter";"okres Liptovský Mikuláš";NA;"https://www.nehnutelnosti.sk/4914841/znizena-cena-na-predaj-slnecny-3-izbovy-byt-s-balkonom-v-tichej-lokalite/";"Kompletná rekonštrukcia";"70";NA;NA;"no";"3"
"661";410000;"Rodinný dom";"okres Dunajská Streda";"Povoda";"okres Dunajská Streda";NA;"https://www.nehnutelnosti.sk/4980805/luxusny-rodinny-dom-stvoreny-pre-pohodlne-byvanie-a-relax/";"Novostavba";"230";NA;"780";"yes";NA
"662";112900;"Byt";"okres Martin";"Martin";"okres Martin";NA;"https://www.nehnutelnosti.sk/4968778/martin-centrum-pohodlny-2-izbovy-byt/";NA;NA;NA;NA;"no";"2"
"663";137400;"Byt";"okres Nitra";"Nitra";"okres Nitra";NA;"https://www.nehnutelnosti.sk/4897689/priestranny-3-izbovy-byt-na-klokocine/";"Čiastočná rekonštrukcia";"79";NA;NA;"no";"3"
"664";269990;"Byt";"okres Bratislava";"Bratislava V - Petržalka";"okres Bratislava";NA;"https://www.nehnutelnosti.sk/4937715/v-prirode-pri-drazdiaku-novostavba-v-drazdiak-rezidencii/";"Novostavba";"80";NA;NA;"no";"2"
"665";134000;"Rodinný dom";"okres Galanta";"Veľké Úľany";"okres Galanta";NA;"https://www.nehnutelnosti.sk/4956733/exkluzivne-rodinny-dom-pozemok-o-vymere-1085-m2-ticha-bocna-ulica-velke-ulany/";"Pôvodný stav";"125";NA;"1085";"yes";NA
"666";71900;"Byt";"okres Ilava";"Dubnica nad Váhom";"okres Ilava";NA;"https://www.nehnutelnosti.sk/4980802/zatepleny-1-izbovy-byt-na-predaj-v-dubnici-nad-vahom-velka-nova-loggia-30m2/";"Čiastočná rekonštrukcia";"30";NA;NA;"no";"1"
"667";177000;"Rodinný dom";"okres Prievidza";"Veľká Čausa";"okres Prievidza";NA;"https://www.nehnutelnosti.sk/4980803/exkluzivne-predaj-cerstvo-zrekonstruovaneho-domu-v-krasnej-prirode-obec-velka-causa-177-m2/";"Kompletná rekonštrukcia";"177";"177";NA;"no";NA
"668";90000;"Byt";"okres Trnava";"Smolenice";"okres Trnava";NA;"https://www.nehnutelnosti.sk/4980799/predaj-jednoizbovy-byt-smolenice-ul-sturova/";"Kompletná rekonštrukcia";"30";NA;NA;"no";"1"
"669";145000;"Dvojgarsónka";"okres Bratislava";"Bratislava V - Petržalka";"okres Bratislava";NA;"https://www.nehnutelnosti.sk/4980781/na-predaj-dvojgarsonka-petrzalka/";"Čiastočná rekonštrukcia";"48";NA;NA;"no";"2,5"
"670";220000;"Byt";"okres Trnava";"Trnava";"okres Trnava";NA;"https://www.nehnutelnosti.sk/4980778/na-predaj-velky-novy-krasne-a-kompletne-zariadeny-2-izbovy-byt-s-novostavbe-titusa-zemana/";"Novostavba";"60";NA;NA;"no";"2"
"671";169900;"Byt";"okres Žilina";"Žilina";"okres Žilina";NA;"https://www.nehnutelnosti.sk/4913088/na-predaj-3-izbovy-byt-zilina-hajik/";"Kompletná rekonštrukcia";"70";"1";"1";"no";"3"
"672";165000;"Rodinný dom";"okres Dunajská Streda";"Blahová";"okres Dunajská Streda";NA;"https://www.nehnutelnosti.sk/4980762/predaj-4-izbovy-bungalov-v-obci-blahova-v-okrese-dunajska-streda/";"Novostavba";"130";NA;"800";"no";NA
"673";120000;"Byt";"okres Bratislava";"Bratislava II - Vrakuňa";"okres Bratislava";NA;"https://www.nehnutelnosti.sk/4980763/surna-kupa-1-a-2-izbovy-byt-vrakuna-podunajske-biskupice/";"Čiastočná rekonštrukcia";"40";NA;NA;"no";"2"
"674";229900;"Byt";"okres Bratislava";"Bratislava II - Ružinov";"okres Bratislava";NA;"https://www.nehnutelnosti.sk/4978466/na-predaj-4-izbovy-byt-po-kompletnej-rekonstrukcii/";"Kompletná rekonštrukcia";"85,3";NA;NA;"no";"4"
"675";120000;"Rodinný dom";"okres Hlohovec";"Leopoldov";"okres Hlohovec";NA;"https://www.nehnutelnosti.sk/4980756/tureality-ponuka-na-predaj-3-izbovy-rodinny-dom-v-leopoldove/";"Čiastočná rekonštrukcia";"605";NA;NA;"no";NA
"676";140000;"Byt";"okres Trenčín";"Trenčín";"okres Trenčín";NA;"https://www.nehnutelnosti.sk/4980755/3-izbovy-byt-vo-vybornej-lokalite-v-trencine/";"Čiastočná rekonštrukcia";"80";NA;NA;"no";"3"
"677";115000;"Byt";"okres Nové Mesto nad Váhom";"Nové Mesto nad Váhom";"okres Nové Mesto nad Váhom";NA;"https://www.nehnutelnosti.sk/4980729/predaj-3-izbovy-byt-takmer-v-centre-noveho-mesta-nad-vahom/";"Čiastočná rekonštrukcia";"63";NA;NA;"no";"3"
"678";690000;"Rodinný dom";"okres Bratislava";"Bratislava V - Rusovce";"okres Bratislava";NA;"https://www.nehnutelnosti.sk/4980711/dopyt-rodinneho-domu-v-rusovciach/";"Čiastočná rekonštrukcia";"120";NA;"450";"no";NA
"679";191000;"Byt";"okres Bratislava";"Bratislava II - Ružinov";"okres Bratislava";NA;"https://www.nehnutelnosti.sk/4980710/surna-kupa-2-izbovy-a-2-5-izbovy-byt-v-ruzinove/";"Čiastočná rekonštrukcia";"60";NA;NA;"no";"2"
"680";143000;"Byt";"okres Banská Štiavnica";"Banská Štiavnica";"okres Banská Štiavnica";NA;"https://www.nehnutelnosti.sk/4980708/predaj-trojizbovy-druzstevny-byt-banska-stiavnica/";"Čiastočná rekonštrukcia";"70";NA;NA;"no";"3"
"681";NA;"Rodinný dom";"okres Trnava";"Bučany";"okres Trnava";NA;"https://www.nehnutelnosti.sk/4980704/vahoreal-novostavba-4izb-rd-typu-bungalov-pozemok-460m2-s-jz-orientaciou-bucany/";"Novostavba";"95";"115";"460";"yes";NA
"682";140000;"Byt";"okres Banská Štiavnica";"Banská Štiavnica";"okres Banská Štiavnica";NA;"https://www.nehnutelnosti.sk/4980695/predam-byt-v-lokalite-banska-stiavnica-id-104192/";"Čiastočná rekonštrukcia";"72";NA;NA;"no";"3"
"683";159900;"Apartmán";"okres Žiar nad Hronom";"Kremnica";"okres Žiar nad Hronom";NA;"https://www.nehnutelnosti.sk/4980685/predaj-apartman-kremnica-historicka-budova-centrum-znizena-cena/";"Kompletná rekonštrukcia";"100";NA;NA;"no";NA
"684";NA;"Byt";"okres Bratislava";"Bratislava II - Vrakuňa";"okres Bratislava";NA;"https://www.nehnutelnosti.sk/4980683/hladame-pre-klienta-3-izbovy-byt-na-najvyssom-poschodi/";"Čiastočná rekonštrukcia";"65";NA;NA;"no";"3"
"685";162500;"Byt";"okres Žilina";"Žilina - Solinky";"okres Žilina";NA;"https://www.nehnutelnosti.sk/4980679/na-predaj-3-izbovy-byt-70m2-v-tichej-lokalite-zilina-solinky/";"Čiastočná rekonštrukcia";"70";NA;NA;"no";"3"
"686";152000;"Dvojgarsónka";"okres Bratislava";"Bratislava V - Petržalka";"okres Bratislava";NA;"https://www.nehnutelnosti.sk/4980676/kupime-dvojgarsonku-v-petrzalke/";"Čiastočná rekonštrukcia";"48";NA;NA;"no";"2,5"
"687";224500;"Byt";"okres Malacky";"Malacky";"okres Malacky";NA;"https://www.nehnutelnosti.sk/4853388/tichy-tehlovy-4-izbovy-byt-v-centre-malaciek/";"Pôvodný stav";"138";"10";"138";"no";"4"
"688";105000;"Byt";"okres Šaľa";"Šaľa";"okres Šaľa";NA;"https://www.nehnutelnosti.sk/4853389/3-izbovy-rekonstruovany-byt-sala/";"Čiastočná rekonštrukcia";"78";NA;"78";"no";"3"
"689";289000;"Rodinný dom";"okres Senec";"Miloslavov";"okres Senec";NA;"https://www.nehnutelnosti.sk/4915216/zabyvana-zariadena-novostavba-v-tichej-lokalite-byvajte-hned-vyhodna-cena/";"Novostavba";"102";NA;"145";"no";NA
"690";271580;"Rodinný dom";"okres Poprad";"Poprad";"okres Poprad";NA;"https://www.nehnutelnosti.sk/4788339/znizena-cena-nove-bungalovy-v-mlynici-na-predaj-ibv-kapustnice/";"Novostavba";NA;NA;"606";"no";NA
"691";NA;"Byt";"okres Žilina";"Žilina - Hliny";"okres Žilina";NA;"https://www.nehnutelnosti.sk/4976173/3-izbovy-byt-zilina-bulvar-na-predaj/";"Pôvodný stav";"62";"2";"62";"no";"3"
"692";55000;"Garsónka";"okres Topoľčany";"Topoľčany";"okres Topoľčany";NA;"https://www.nehnutelnosti.sk/4980618/garsonka-s-balkonom-v-centre-topolcany/";"Čiastočná rekonštrukcia";NA;NA;"20";"no";"1,5"
"693";280000;"Rodinný dom";"okres Lučenec";"Nitra nad Ipľom";"okres Lučenec";NA;"https://www.nehnutelnosti.sk/4980613/vyrazna-zlava-zachovala-kuria-s-velkym-pozemkom/";"Čiastočná rekonštrukcia";"250";NA;"30436";"no";NA
"694";79000;"Garsónka";"okres Nitra";"Nitra";"okres Nitra";NA;"https://www.nehnutelnosti.sk/4980605/dopyt-po-garsonke/";"Kompletná rekonštrukcia";"24";"24";"24";"no";"1,5"
"695";135000;"Byt";"okres Banská Bystrica";"Donovaly";"okres Banská Bystrica";NA;"https://www.nehnutelnosti.sk/4980590/predaj-dvojizbovy-byt-donovaly-apartmanovy-dom-horec-exkluzivne-halo-reality/";"Kompletná rekonštrukcia";"41";NA;NA;"no";"2"
"696";215000;"Byt";"okres Bytča";"Bytča";"okres Bytča";NA;"https://www.nehnutelnosti.sk/4980587/na-predaj-3-izbovy-byt-bytca-centrum/";"Novostavba";"187";"112";"83";"no";"3"
"697";225000;"Byt";"okres Nitra";"Nitra";"okres Nitra";NA;"https://www.nehnutelnosti.sk/4980526/predaj-2-byt-brezovy-haj-nitra/";"Novostavba";"46";"55";NA;"no";"2"
"698";155000;"Rodinný dom";"okres Kysucké Nové Mesto";"Lopušné Pažite";"okres Kysucké Nové Mesto";NA;"https://www.nehnutelnosti.sk/4922368/na-predaj-hruba-stavba-rodinny-dom-lopusne-pazite-targetreal/";"Vo výstavbe";"159";NA;"490";"no";NA
"699";69000;"Byt";"okres Lučenec";"Lučenec";"okres Lučenec";NA;"https://www.nehnutelnosti.sk/4980502/dvojizbovy-byt-v-blizkosti-centra-lucenca/";"Pôvodný stav";"49";NA;NA;"no";"2"
"700";179800;"Byt";"okres Košice";"Košice III - Dargovských Hrdinov";"okres Košice";NA;"https://www.nehnutelnosti.sk/4980486/predaj-4-izbovy-byt-81m2-loggia-kosice-dargovskych-hrdinov/";"Kompletná rekonštrukcia";"80";NA;NA;"no";"4"
"701";205000;"Byt";"okres Košice";"Košice IV - Nad jazerom";"okres Košice";NA;"https://www.nehnutelnosti.sk/4980485/predaj-3-izbovy-byt-amurska-72m2-loggia-kosice-nad-jazerom-nadstandardna-nova-kompletna-rek/";"Kompletná rekonštrukcia";"69";NA;NA;"no";"3"
"702";215000;"Byt";"okres Košice";"Košice I - Staré Mesto";"okres Košice";NA;"https://www.nehnutelnosti.sk/4980484/predaj-3-izbovy-byt-braniskova-76m2-loggia-kosice-stare-mesto-kuzmanyho-sidlisko-nadstanda/";"Kompletná rekonštrukcia";"76";NA;NA;"no";"3"
"703";265000;"Rodinný dom";"okres Senec";"Kostolná pri Dunaji";"okres Senec";NA;"https://www.nehnutelnosti.sk/4980479/novostavba-v-sukromnej-stvrti-s-6-5a-pozemkom/";"Novostavba";"109";"157";"644";"no";NA
"704";94999;"Rodinný dom";"okres Dunajská Streda";"Veľký Meder";"okres Dunajská Streda";NA;"https://www.nehnutelnosti.sk/4980476/predaj-3izb-rodinneho-domu-v-povodnom-stave-v-meste-velky-meder-postaveny-na-8-07a-pozemku/";NA;NA;NA;NA;"no";NA
"705";164000;"Byt";"okres Banská Bystrica";"Banská Bystrica";"okres Banská Bystrica";NA;"https://www.nehnutelnosti.sk/4980465/na-predaj-3-izbovy-byt-v-banskej-bystrici-mestska-cast-sasova/";"Kompletná rekonštrukcia";"69,56";NA;NA;"no";"3"
"706";240000;"Byt";"okres Bratislava";"Bratislava II - Ružinov";"okres Bratislava";NA;"https://www.nehnutelnosti.sk/4980459/na-predaj-2izb-bytu-bratislava-ruzinov/";"Čiastočná rekonštrukcia";"64,65";NA;NA;"no";"2"
"707";139000;"Byt";"okres Malacky";"Malacky";"okres Malacky";NA;"https://www.nehnutelnosti.sk/4980458/na-predaj-3-izbovy-byt-65m2-malacky/";"Čiastočná rekonštrukcia";"65";NA;NA;"no";"3"
"708";132000;"Garsónka";"okres Bratislava";"Bratislava I - Staré Mesto";"okres Bratislava";NA;"https://www.nehnutelnosti.sk/4980456/slnecna-a-ticha-garsonka-na-kriznej-ulici-v-bratislave/";"Kompletná rekonštrukcia";"22";NA;NA;"no";"1,5"
"709";NA;"Byt";"okres Bratislava";"Bratislava V - Petržalka";"okres Bratislava";NA;"https://www.nehnutelnosti.sk/4980457/predaj-2-izbovy-byt-bratislava-v-60-m2/";"Novostavba";"60";NA;NA;"no";"2"
"710";170000;"Rodinný dom";"okres Levice";"Jur nad Hronom";"okres Levice";NA;"https://www.nehnutelnosti.sk/4980432/ponukam-vam-na-predaj-novostavbu-rodinneho-nizkoenergetickeho-domu-v-obci-jur-nad-hronom/";"Novostavba";"105";NA;"348";"yes";NA
"711";149900;"Byt";"okres Trnava";"Trnava";"okres Trnava";NA;"https://www.nehnutelnosti.sk/4879870/cukrovar-jedinecny-1-izbovy-byt-s-predzahradkou-v-novej-rezidencnej-stvrti/";"Novostavba";"35";NA;NA;"no";"1"
"712";219900;"Byt";"okres Trnava";"Trnava";"okres Trnava";NA;"https://www.nehnutelnosti.sk/4879912/cukrovar-idealny-3-izbovy-byt-s-loggiou-v-novej-rezidencnej-stvrti/";"Novostavba";"72,88";NA;NA;"no";"3"
"713";195000;"Rodinný dom";"okres Nitra";"Nitra";"okres Nitra";NA;"https://www.nehnutelnosti.sk/4980387/novostavba-4-izbovy-rodinny-dom-beladice/";"Novostavba";"120";NA;"700";"no";NA
"714";88000;"Byt";"okres Topoľčany";"Topoľčany";"okres Topoľčany";NA;"https://www.nehnutelnosti.sk/4980386/novinka-pekny-1-izbovy-byt-v-topolcanoch-46-m2/";"Kompletná rekonštrukcia";NA;NA;"46";"no";"1"
"715";198000;"Byt";"okres Žilina";"Žilina";"okres Žilina";NA;"https://www.nehnutelnosti.sk/4980363/3-izbovy-byt-zilina-centrum/";"Pôvodný stav";"80";NA;NA;"no";"3"
"716";24000;"Rodinný dom";"okres Komárno";"Okoličná na Ostrove";"okres Komárno";NA;"https://www.nehnutelnosti.sk/4980332/kucharek-real-lacny-dom-za-24-000/";"Pôvodný stav";"64";NA;"935";"no";NA
"717";80000;"Byt";"okres Brezno";"Brezno";"okres Brezno";NA;"https://www.nehnutelnosti.sk/4980326/predaj-2-izboveho-byt-v-brezne/";"Čiastočná rekonštrukcia";"59";NA;NA;"no";"2"
"718";79900;"Rodinný dom";"okres Komárno";"Zemianska Olča";"okres Komárno";NA;"https://www.nehnutelnosti.sk/4980305/na-predaj-rodinny-dom-s-velkym-pozemkom-vhodny-aj-ako-rekreacna-nehnutelnost-v-blizkosti-velkeh/";"Pôvodný stav";"125";NA;"733";"yes";NA
"719";195000;"Rodinný dom";"okres Trnava";"Trnava";"okres Trnava";NA;"https://www.nehnutelnosti.sk/4980273/gestto-predaj-3-izbovy-rodinny-dom-trnava-kopanka/";"Čiastočná rekonštrukcia";"95";NA;"121";"no";NA
"720";87800;"Rodinný dom";"okres Svidník";"Svidnička";"okres Svidník";NA;"https://www.nehnutelnosti.sk/4980153/rodinny-dom-na-peknom-pozemku-svidnicka/";"Čiastočná rekonštrukcia";"120";NA;"2086";"no";NA
"721";NA;"Rodinný dom";"okres Zlaté Moravce";"Nemčiňany";"okres Zlaté Moravce";NA;"https://www.nehnutelnosti.sk/4980138/exkluzivne-na-predaj-2-rodinne-domy-v-spolocnom-dvore/";"Kompletná rekonštrukcia";NA;NA;NA;"no";NA
"722";130000;"Byt";"okres Dunajská Streda";"Lehnice";"okres Dunajská Streda";NA;"https://www.nehnutelnosti.sk/4980135/predaj-5-izbovy-byt-v-lehniciach/";"Novostavba";"110";NA;NA;"no";"5"
"723";154990;"Byt";"okres Martin";"Turčianska Štiavnička";"okres Martin";NA;"https://www.nehnutelnosti.sk/4980124/apartmany-revay-exkluzivny-predaj-investicnych-apartmanov-turcianska-stiavnicka/";"Novostavba";"53";NA;NA;"no";"3"
"724";49990;"Garsónka";"okres Topoľčany";"Topoľčany";"okres Topoľčany";NA;"https://www.nehnutelnosti.sk/4980122/predaj-garsonka-topolcany-juh/";"Pôvodný stav";"24";NA;NA;"no";"1,5"
"725";129990;"Byt";"okres Martin";"Turčianska Štiavnička";"okres Martin";NA;"https://www.nehnutelnosti.sk/4980118/apartmany-revay-exkluzivny-predaj-investicnych-apartmanov-turcianska-stiavnicka/";"Novostavba";"36,5";NA;NA;"no";"2"
"726";111990;"Byt";"okres Martin";"Turčianska Štiavnička";"okres Martin";NA;"https://www.nehnutelnosti.sk/4980117/apartmany-revay-exkluzivny-predaj-investicnych-apartmanov-turcianska-stiavnicka/";"Novostavba";"29";NA;NA;"no";"1"
"727";154990;"Byt";"okres Martin";"Turčianska Štiavnička";"okres Martin";NA;"https://www.nehnutelnosti.sk/4980113/apartmany-revay-exkluzivny-predaj-investicnych-apartmanov-turcianska-stiavnicka/";"Novostavba";"53";NA;NA;"no";"3"
"728";184990;"Byt";"okres Martin";"Turčianska Štiavnička";"okres Martin";NA;"https://www.nehnutelnosti.sk/4980112/apartmany-revay-exkluzivny-predaj-investicnych-apartmanov-turcianska-stiavnicka/";"Novostavba";"65,5";NA;NA;"no";"3"
