"";"price";"type";"district";"municipality";"street";"c";"link";"condition";"usable_area";"built_up_area";"land_area";"commission_in_price";"rooms"
"5685";460000;"Rodinný dom";"okres Dunajská Streda";"Gabčíkovo";"okres Dunajská Streda";NA;"https://www.nehnutelnosti.sk/4896665/predam-uzasny-dom-v-lokalite-gabcikovo-id-104025/";"Pôvodný stav";"250";"284";"880";"no";NA
"5686";129990;"Byt";"okres Topoľčany";"Topoľčany";"okres Topoľčany";NA;"https://www.nehnutelnosti.sk/4896630/predaj-trojizbovy-byt-topolcany-juh-exkluzivne-halo-reality/";"Čiastočná rekonštrukcia";"72";NA;NA;"no";"3"
"5687";136500;"Byt";"okres Liptovský Mikuláš";"Liptovský Peter";"okres Liptovský Mikuláš";NA;"https://www.nehnutelnosti.sk/4896476/predaj-stvorizbovy-byt-liptovsky-peter-znizena-cena-exkluzivne-halo-reality/";"Čiastočná rekonštrukcia";"92";NA;NA;"no";"4"
"5688";66000;"Byt";"okres Revúca";"Revúca";"okres Revúca";NA;"https://www.nehnutelnosti.sk/4896464/id003-113-vifaa-zrekonstruovany-3-izbovy-byt-s-balkonom-v-revucej-exkluzivne-na-predaj/";"Kompletná rekonštrukcia";"62";NA;NA;"yes";"3"
"5689";160000;"Byt";"okres Poprad";"Vysoké Tatry";"okres Poprad";NA;"https://www.nehnutelnosti.sk/4829667/velky-2i-byt-tatranska-polianka-vysoke-tatry/";"Pôvodný stav";"87";NA;NA;"yes";"2"
"5690";213000;"Rodinný dom";"okres Kežmarok";"Stará Lesná";"okres Kežmarok";NA;"https://www.nehnutelnosti.sk/4882503/rodinny-dom-stara-lesna-n048-12-ervevysoke-tatry/";"Novostavba";"110";"70";"160";"yes";NA
"5691";NA;"Byt";"okres Košice";"Košice I - Sever";"okres Košice";NA;"https://www.nehnutelnosti.sk/4896434/prijemny-3-izbovy-byt-po-ciastocnej-rekonstrukcii-na-sidlisku-mier/";"Čiastočná rekonštrukcia";"65";NA;NA;"yes";"3"
"5692";NA;"Rodinný dom";"okres Dunajská Streda";"Nový Život";"okres Dunajská Streda";NA;"https://www.nehnutelnosti.sk/4896409/velky-rodinny-dom-s-velkym-pozemokom-len-20-min-od-ba-novy-zivot-cast-vojtechovce/";"Kompletná rekonštrukcia";"330";NA;"1859";"yes";NA
"5693";89990;"Byt";"okres Prievidza";"Prievidza";"okres Prievidza";NA;"https://www.nehnutelnosti.sk/4896403/predaj-dvojizbovy-byt-prievidza-stare-sidlisko-exkluzivne-halo-reality/";"Kompletná rekonštrukcia";"60";NA;NA;"no";"2"
"5694";111550;"Byt";"okres Žiar nad Hronom";"Žiar nad Hronom";"okres Žiar nad Hronom";NA;"https://www.nehnutelnosti.sk/4896294/tureality-ponuka-na-predaj-3i-byt-v-okresnom-meste-ziar-nad-hronom-76-m2/";"Pôvodný stav";"76";NA;NA;"no";"3"
"5695";70000;"Rodinný dom";"okres Komárno";"Marcelová";"okres Komárno";NA;"https://www.nehnutelnosti.sk/4896191/predaj-rodinny-dom-marcelova/";"Pôvodný stav";"300";"318";"496";"no";NA
"5696";118000;"Byt";"okres Senica";"Senica";"okres Senica";NA;"https://www.nehnutelnosti.sk/4896185/zlava-trojizbovy-byt-sotina-senica/";"Čiastočná rekonštrukcia";"67";NA;NA;"no";"3"
"5697";173900;"Byt";"okres Pezinok";"Pezinok";"okres Pezinok";NA;"https://www.nehnutelnosti.sk/4896165/bytovky-maly-raj-residence-3-izbovy-byt-garazove-a-vonkajsie-parkovacie-statie-klimatizacia-vonk/";"Novostavba";"57,06";NA;NA;"no";"3"
"5698";195000;"Rodinný dom";"okres Trenčín";"Trenčianske Mitice";"okres Trenčín";NA;"https://www.nehnutelnosti.sk/4896158/predam-zariadeny-dom-v-lokalite-trencianske-mitice-id-104023/";"Kompletná rekonštrukcia";"257";"115";"1658";"no";NA
"5699";165000;"Rodinný dom";"okres Partizánske";"Žabokreky nad Nitrou";"okres Partizánske";NA;"https://www.nehnutelnosti.sk/4896151/znizena-cena-novostavba-murovaneho-domu-na-kluc/";"Novostavba";"110";"135";"480";"yes";NA
"5700";139000;"Byt";"okres Banská Bystrica";"Banská Bystrica";"okres Banská Bystrica";NA;"https://www.nehnutelnosti.sk/4849939/top-living-sikovny-2-izb-byt-na-uhlisku-znizena-cena/";"Čiastočná rekonštrukcia";"56,67";NA;NA;"no";"2"
"5701";125000;"Rodinný dom";"okres Dunajská Streda";"Veľké Dvorníky";"okres Dunajská Streda";NA;"https://www.nehnutelnosti.sk/4896070/predaj-rodinny-dom-velke-dvorniky/";"Pôvodný stav";"120";"120";"984";"no";NA
"5702";242900;"Byt";"okres Pezinok";"Pezinok";"okres Pezinok";NA;"https://www.nehnutelnosti.sk/4896021/3-izbovy-byt-jediny-s-predzahradou-novostavba-garazove-parkovacie-statie-vonkajsie-elektricke-z/";"Novostavba";"75,11";NA;NA;"no";"3"
"5703";NA;"Rodinná vila";"okres Poprad";"Mlynica";"okres Poprad";NA;"https://www.nehnutelnosti.sk/4896017/lukrativne-dvojpodlazne-domy-v-novej-rezidencii-pri-lese-vo-vysokych-tatrach/";"Vo výstavbe";"229";NA;"1323";"no";NA
"5704";219000;"Rodinný dom";"okres Nové Zámky";"Nové Zámky";"okres Nové Zámky";NA;"https://www.nehnutelnosti.sk/4896004/predam-slnecny-dom-v-lokalite-nove-zamky-id-104020/";"Novostavba";"56";"105";"346";"no";NA
"5705";115429;"Byt";"okres Ilava";"Nová Dubnica";"okres Ilava";NA;"https://www.nehnutelnosti.sk/4896003/predam-slnecny-byt-v-lokalite-nova-dubnica-id-104019/";"Kompletná rekonštrukcia";"58";NA;NA;"no";"2"
"5706";281000;"Rodinný dom";"okres Poprad";"Mlynica";"okres Poprad";NA;"https://www.nehnutelnosti.sk/4895997/bungalovy-v-novej-rezidencii-pri-lese-vo-vysokych-tatrach/";"Vo výstavbe";"116";NA;"576";"no";NA
"5707";86000;"Rodinný dom";"okres Žilina";"Nezbudská Lúčka";"okres Žilina";NA;"https://www.nehnutelnosti.sk/4895936/rezervovane-na-predaj-rodinny-dom-varin-nezbudska-lucka/";"Pôvodný stav";"89";"115";"975";"no";NA
"5708";247000;"Rodinný dom";"okres Poprad";"Mlynica";"okres Poprad";NA;"https://www.nehnutelnosti.sk/4895923/najkrajsie-radove-domy-v-novej-rezidencii-pri-lese-vo-vysokych-tatrach/";"Vo výstavbe";"118";NA;"300";"no";NA
"5709";42000;"Byt";"okres Lučenec";"Fiľakovo";"okres Lučenec";NA;"https://www.nehnutelnosti.sk/4895914/na-predaj-dvojizbovy-byt-68m2-v-centre-mesta-filakovo/";"Čiastočná rekonštrukcia";"68";NA;NA;"no";"2"
"5710";118980;"Byt";"okres Spišská Nová Ves";"Spišská Nová Ves";"okres Spišská Nová Ves";NA;"https://www.nehnutelnosti.sk/4895912/na-predaj-4-izbovy-byt-v-snv-80m2/";"Pôvodný stav";"80";NA;NA;"no";"4"
"5711";139000;"Rodinný dom";"okres Snina";"Snina";"okres Snina";NA;"https://www.nehnutelnosti.sk/4895892/znizena-cena-rodinny-dom-v-snine/";"Pôvodný stav";"729";NA;NA;"no";NA
"5712";295350;"Byt";"okres Banská Bystrica";"Banská Bystrica";"okres Banská Bystrica";NA;"https://www.nehnutelnosti.sk/4895797/velkometrazny-4-izbovy-byt-banska-bystrica-cena-295-350/";"Novostavba";"120,2";NA;NA;"no";"4"
"5713";295990;"Byt";"okres Banská Bystrica";"Banská Bystrica";"okres Banská Bystrica";NA;"https://www.nehnutelnosti.sk/4895795/priestranny-4-izbovy-byt-banska-bystrica-cena-295-990/";"Novostavba";"120,45";NA;NA;"no";"4"
"5714";261910;"Byt";"okres Žilina";"Žilina";"okres Žilina";NA;"https://www.nehnutelnosti.sk/4895793/3-izbovy-byt-s-dokonalym-vyhladom-banska-bystrica-cena-261-910/";"Novostavba";"106,93";NA;NA;"no";"3"
"5715";227590;"Byt";"okres Banská Bystrica";"Banská Bystrica";"okres Banská Bystrica";NA;"https://www.nehnutelnosti.sk/4895794/3-izbovy-byt-s-nadhernym-vyhladom-banska-bystrica-cena-227-590/";"Novostavba";"93,78";NA;NA;"no";"3"
"5716";227980;"Byt";"okres Banská Bystrica";"Banská Bystrica";"okres Banská Bystrica";NA;"https://www.nehnutelnosti.sk/4895791/dizajnovy-3-izbovy-byt-banska-bystrica-cena-227-980/";"Novostavba";"93,75";NA;NA;"no";"3"
"5717";262260;"Byt";"okres Banská Bystrica";"Banská Bystrica";"okres Banská Bystrica";NA;"https://www.nehnutelnosti.sk/4895792/3-izbovy-byt-s-krasnym-vyhladom-banska-bystrica-cena-262-260/";"Novostavba";"107,67";NA;NA;"no";"3"
"5718";263010;"Byt";"okres Banská Bystrica";"Banská Bystrica";"okres Banská Bystrica";NA;"https://www.nehnutelnosti.sk/4895789/predaj-3-izbovy-byt-banska-bystrica-cena-263-010/";"Novostavba";"108,35";NA;NA;"no";"3"
"5719";261910;"Byt";"okres Banská Bystrica";"Banská Bystrica";"okres Banská Bystrica";NA;"https://www.nehnutelnosti.sk/4895790/predaj-3-izbovy-byt-banska-bystrica-cena-261910/";"Novostavba";"106,93";NA;NA;"no";"3"
"5720";256460;"Byt";"okres Banská Bystrica";"Banská Bystrica";"okres Banská Bystrica";NA;"https://www.nehnutelnosti.sk/4895788/velkometrazny-3-izbovy-byt-banska-bystrica-cena-256-460/";"Novostavba";"107,52";NA;NA;"no";"3"
"5721";462900;"Rodinný dom";"okres Pezinok";"Pezinok";"okres Pezinok";NA;"https://www.nehnutelnosti.sk/4895686/novostavba-nadstandardneho-rd-nizke-mesacne-naklady-vyborna-lokalita/";"Novostavba";"123";NA;"221";"no";NA
"5722";NA;"Byt";"okres Ilava";"Dubnica nad Váhom";"okres Ilava";NA;"https://www.nehnutelnosti.sk/4895660/predaj-kompletne-zrekonstruovany-2-izbovy-byt-v-dubnici-nad-vahom/";"Kompletná rekonštrukcia";"40";NA;NA;"no";"2"
"5723";169980;"Byt";"okres Bratislava";"Bratislava II - Podunajské Biskupice";"okres Bratislava";NA;"https://www.nehnutelnosti.sk/4895652/predaj-4i-bytu-po-ciastocnej-rekonstrukcii-na-latorickej-ulici-78m2/";"Čiastočná rekonštrukcia";"78";NA;NA;"no";"4"
"5724";268000;"Rodinný dom";"okres Žilina";"Mojš";"okres Žilina";NA;"https://www.nehnutelnosti.sk/4895628/rodinny-dom-mojs/";"Novostavba";"101";"64";"304";"no";NA
"5725";220000;"Rodinný dom";"okres Senica";"Senica";"okres Senica";NA;"https://www.nehnutelnosti.sk/4895496/5-izbovy-rodinny-dom-s-garazou-senica/";"Čiastočná rekonštrukcia";"270";NA;NA;"no";NA
"5726";159980;"Byt";"okres Bratislava";"Bratislava IV - Devínska Nová Ves";"okres Bratislava";NA;"https://www.nehnutelnosti.sk/4895492/predaj-pekneho2i-bytu-na-ulici-stefana-kralika-v-dnv-v-starsej-novostavbe-46-8m2/";"Čiastočná rekonštrukcia";"46,8";NA;NA;"no";"2"
"5727";NA;"Garsónka";"okres Kysucké Nové Mesto";"Kysucké Nové Mesto";"okres Kysucké Nové Mesto";NA;"https://www.nehnutelnosti.sk/4895491/podkrovne-priestory-o-celkovej-vymere-153-m-v-centre-kysuckeho-noveho-mesta/";"Pôvodný stav";"153";NA;NA;"no";"1,5"
"5728";125000;"Rodinný dom";"okres Čadca";"Vysoká nad Kysucou";"okres Čadca";NA;"https://www.nehnutelnosti.sk/4895488/na-predaj-utulny-domcek-v-obci-vysoka-nad-kysucou/";"Pôvodný stav";"774";NA;NA;"no";NA
"5729";134000;"Byt";"okres Senica";"Senica";"okres Senica";NA;"https://www.nehnutelnosti.sk/4895470/3-izbovy-byt-senica/";"Čiastočná rekonštrukcia";"75";NA;NA;"no";"3"
"5730";95000;"Byt";"okres Senica";"Senica";"okres Senica";NA;"https://www.nehnutelnosti.sk/4895471/2-izbovy-byt-senica/";"Čiastočná rekonštrukcia";"63";NA;NA;"no";"2"
"5731";NA;"Byt";"okres Martin";"Martin";"okres Martin";NA;"https://www.nehnutelnosti.sk/4895458/priestranny-4-izbovy-byt-martin-zaturcie-rezervovane/";"Čiastočná rekonštrukcia";"89,96";NA;NA;"no";"4"
"5732";133000;"Byt";"okres Nitra";"Nitra";"okres Nitra";NA;"https://www.nehnutelnosti.sk/4781389/dobra-lokalita-klokociny-predaj-3-izb-velkometrazny-byt-nitra-jurkovicova-ul-84-m2/";"Čiastočná rekonštrukcia";"84";NA;NA;"no";"3"
"5733";2e+05;"Rodinný dom";"okres Trenčín";"Skalka nad Váhom";"okres Trenčín";NA;"https://www.nehnutelnosti.sk/4895377/drazba-objektu-v-obci-skalka-nad-vahom/";"Kompletná rekonštrukcia";"5156";NA;NA;"no";NA
"5734";173000;"Byt";"okres Nitra";"Nitra";"okres Nitra";NA;"https://www.nehnutelnosti.sk/4895322/slnecny-4-izbovy-byt-v-pokojnej-casti-chrenovej-nitra-n002-114-ivhua/";"Pôvodný stav";"86";NA;NA;"yes";"4"
"5735";110000;"Rodinný dom";"okres Trebišov";"Vojčice";"okres Trebišov";NA;"https://www.nehnutelnosti.sk/4895223/vojcice-rodinny-dom-na-predaj/";"Kompletná rekonštrukcia";"250";"164";"1316";"no";NA
"5736";NA;"Byt";"okres Nitra";"Nitra";"okres Nitra";NA;"https://www.nehnutelnosti.sk/4895221/prijemny-2-izbovy-byt-v-nitre-na-predaj/";"Kompletná rekonštrukcia";NA;NA;NA;"no";"2"
"5737";NA;"Rodinný dom";"okres Bratislava";"Bratislava III - Nové Mesto";"okres Bratislava";NA;"https://www.nehnutelnosti.sk/4895173/predaj-rodinny-dom-2-generacne-byvanie-sidlo-firmy-zdravotnicke-zariadenie-administrativa-ba/";"Kompletná rekonštrukcia";"180";NA;"400";"no";NA
"5738";139900;"Byt";"okres Košice";"Košice I - Staré Mesto";"okres Košice";NA;"https://www.nehnutelnosti.sk/4895163/na-predaj-2-izbovy-byt-kk-v-kosiciach-l-novomeskeho-kuzmanka/";"Kompletná rekonštrukcia";"49";NA;"49";"no";"2"
"5739";89700;"Byt";"okres Myjava";"Myjava";"okres Myjava";NA;"https://www.nehnutelnosti.sk/4895127/drazba-3-izboveho-bytu-v-myjave/";"Pôvodný stav";NA;NA;NA;"no";"3"
"5740";139900;"Rodinný dom";"okres Malacky";"Gajary";"okres Malacky";NA;"https://www.nehnutelnosti.sk/4895121/nizkoenergeticky-3-izbovy-rodinny-dom-gajary/";"Vo výstavbe";"78";"100";"200";"no";NA
"5741";117000;"Rodinný dom";"okres Dunajská Streda";"Gabčíkovo";"okres Dunajská Streda";NA;"https://www.nehnutelnosti.sk/4895118/drazba-rodinneho-domu-v-gabcikove/";"Novostavba";"76";"76";"274";"no";NA
"5742";115000;"Byt";"okres Spišská Nová Ves";"Spišská Nová Ves";"okres Spišská Nová Ves";NA;"https://www.nehnutelnosti.sk/4895042/byt-3-1-s-loggiou-sidl-tarca-sp-nova-ves/";"Pôvodný stav";"70";NA;NA;"no";"3"
"5743";389000;"Rodinný dom";"okres Trnava";"Brestovany";"okres Trnava";NA;"https://www.nehnutelnosti.sk/4895038/tima-real-priestranny-kompletne-zariadeny-rd-v-brestovanoch/";"Novostavba";"252";"112";"775";"no";NA
"5744";285000;"Rodinný dom";"okres Senec";"Kostolná pri Dunaji";"okres Senec";NA;"https://www.nehnutelnosti.sk/4895024/bungalov-4-izb/";"Novostavba";"136";"147";"671";"no";NA
"5745";177000;"Rodinný dom";"okres Malacky";"Plavecký Mikuláš";"okres Malacky";NA;"https://www.nehnutelnosti.sk/4894912/predaj-novostavby-bungalovu-v-plaveckom-mikulasi/";"Novostavba";"105";"125";"480";"no";NA
"5746";198000;"Rodinný dom";"okres Nitra";"Nitra";"okres Nitra";NA;"https://www.nehnutelnosti.sk/4894886/na-predaj-rodinne-domy-v-nitre-cast-krskany-pri-rieke/";"Novostavba";"120,8";"140";"500";"no";NA
"5747";NA;"Byt";"okres Michalovce";"Michalovce";"okres Michalovce";NA;"https://www.nehnutelnosti.sk/4894885/rezervovane-na-zapade-3-izb-byt/";"Čiastočná rekonštrukcia";"75";NA;"75";"no";"3"
"5748";255000;"Rodinný dom";"okres Galanta";"Sládkovičovo";"okres Galanta";NA;"https://www.nehnutelnosti.sk/4894874/na-predaj-rd-v-sladkovicove/";"Čiastočná rekonštrukcia";"170";NA;"770";"no";NA
"5749";89800;"Rodinný dom";"okres Dunajská Streda";"Pataš";"okres Dunajská Streda";NA;"https://www.nehnutelnosti.sk/4894858/predaj-rodinny-dom-patas-5-izieb-pozemok-780-m2-ciastocna-rekonstrukcia/";"Pôvodný stav";"195";"209";"780";"no";NA
"5750";369000;"Rodinný dom";"okres Liptovský Mikuláš";"Liptovský Mikuláš";"okres Liptovský Mikuláš";NA;"https://www.nehnutelnosti.sk/4894779/apartmanovy-dom-na-predaj-liptovsky-mikulas/";"Čiastočná rekonštrukcia";"756";NA;NA;"no";NA
"5751";203088;"Byt";"okres Malacky";"Malacky";"okres Malacky";NA;"https://www.nehnutelnosti.sk/4894761/svoboda-williams-i-3-izbovy-byt-severin-residence-malacky/";"Novostavba";"88";NA;NA;"no";"3"
"5752";1;"Byt";"okres Martin";"Martin";"okres Martin";NA;"https://www.nehnutelnosti.sk/4894745/3-izbovy-byt-na-predaj-kosuty-1/";"Kompletná rekonštrukcia";"71";NA;NA;"no";"3"
"5753";350000;"Rodinný dom";"okres Banská Bystrica";"Banská Bystrica";"okres Banská Bystrica";NA;"https://www.nehnutelnosti.sk/4894722/rodinny-dom-banska-bystrica-uhlisko-332m2/";"Čiastočná rekonštrukcia";"332";"146";"332";"no";NA
"5754";196700;"Byt";"okres Žilina";"Žilina";"okres Žilina";NA;"https://www.nehnutelnosti.sk/4894695/posledne-byty-rajecke-teplice-budova-a-3-izbovy-byt/";"Novostavba";"94,05";NA;NA;"no";"3"
"5755";205000;"Rodinný dom";"okres Galanta";"Topoľnica";"okres Galanta";NA;"https://www.nehnutelnosti.sk/4894641/na-predaj-novostavba-4iz-rodinneho-domu-so-zahradou-a-terasou-topolnica/";"Novostavba";"139";NA;NA;"no";NA
"5756";169200;"Byt";"okres Banská Bystrica";"Banská Bystrica";"okres Banská Bystrica";NA;"https://www.nehnutelnosti.sk/4894639/predstavuje-vam-novy-projekt-bytoveho-domu-2-izbove-byty-severna-v-blizkosti-centra-mesta-banska-b/";"Novostavba";"53,28";NA;NA;"no";"2"
"5757";130000;"Byt";"okres Senec";"Miloslavov";"okres Senec";NA;"https://www.nehnutelnosti.sk/4894627/krasny-1-5-izbovy-byt-v-novostavbe-s-parkovacim-miestom-miloslavov-sekvojova-ulica-36-10m-l/";"Novostavba";"36,1";NA;NA;"no";"2"
"5758";NA;"Rodinný dom";"okres Liptovský Mikuláš";"Liptovská Kokava";"okres Liptovský Mikuláš";NA;"https://www.nehnutelnosti.sk/4894628/exkluzivne-iba-v-tureality-bol-rezervovany-rodinny-rekreacny-dom-s-pozemkom-680m2-v-krasnej-lipt/";"Kompletná rekonštrukcia";"676";NA;"680";"no";NA
"5759";205000;"Byt";"okres Bratislava";"Bratislava V - Petržalka";"okres Bratislava";NA;"https://www.nehnutelnosti.sk/4894629/predaj-dvojizbovy-byt-bratislava-petrzalka-muchovo-namestie-novostavba/";"Novostavba";"46";NA;NA;"no";"2"
"5760";130600;"Byt";"okres Pezinok";"Slovenský Grob";"okres Pezinok";NA;"https://www.nehnutelnosti.sk/4894607/bytovky-maly-raj-residence-2-izbovy-byt-garazove-parkovacie-statie-klimatizacia-a-vonk-elektrick/";"Novostavba";"44,28";NA;NA;"no";"2"
"5761";123500;"Byt";"okres Pezinok";"Slovenský Grob";"okres Pezinok";NA;"https://www.nehnutelnosti.sk/4894605/bytovky-maly-raj-residence-2-izbovy-byt-parkovacie-statie-klimatizacia-vonk-elektricke-zaluzie/";"Novostavba";"39,75";NA;NA;"no";"2"
"5762";229000;"Byt";"okres Bratislava";"Bratislava II - Ružinov";"okres Bratislava";NA;"https://www.nehnutelnosti.sk/4894598/predaj-dvojizbovy-byt-bratislava-ruzinov-andreja-mraza/";"Kompletná rekonštrukcia";"54";NA;NA;"no";"2"
"5763";140429;"Rodinný dom";"okres Trenčín";"Trenčín";"okres Trenčín";NA;"https://www.nehnutelnosti.sk/4894597/predam-slnecny-dom-v-lokalite-trencin-id-104018/";"Kompletná rekonštrukcia";"90";"110";"268";"no";NA
"5764";NA;"Rodinný dom";"okres Banská Bystrica";"Banská Bystrica";"okres Banská Bystrica";NA;"https://www.nehnutelnosti.sk/4894584/predaj-rodinny-dom-516-m2-graniar-b-bystrica-v-radovej-zastavbe/";"Kompletná rekonštrukcia";"516";"129";"270";"no";NA
"5765";139900;"Byt";"okres Žilina";"Žilina";"okres Žilina";NA;"https://www.nehnutelnosti.sk/4894556/dvojizbovy-byt-v-povodnom-stave-zilina-hliny/";"Pôvodný stav";NA;NA;"55";"no";"2"
"5766";76000;"Rodinný dom";"okres Rimavská Sobota";"Lehota nad Rimavicou";"okres Rimavská Sobota";NA;"https://www.nehnutelnosti.sk/4894521/na-predaj-rodinny-dom-v-obci-lehota-nad-rimavicou/";"Čiastočná rekonštrukcia";"140";NA;"730";"no";NA
"5767";203000;"Rodinný dom";"okres Dunajská Streda";"Jahodná";"okres Dunajská Streda";NA;"https://www.nehnutelnosti.sk/4894497/predaj-novostavba-energeticky-usporneho-domu-v-jahodnej/";"Novostavba";"134";NA;"650";"no";NA
"5768";259000;"Rodinný dom";"okres Ilava";"Borčice";"okres Ilava";NA;"https://www.nehnutelnosti.sk/4894436/predaj-novostavba-rodinneho-domu-v-obci-borcice/";"Novostavba";"160";"80";NA;"no";NA
"5769";168900;"Byt";"okres Senec";"Kaplna";"okres Senec";NA;"https://www.nehnutelnosti.sk/4894388/exkluzivne-slnecny-3-izbovy-byt-s-velkou-loggiou-2x-parkovacie-statie-v-novostavbe-v-o/";"Novostavba";"68";NA;NA;"no";"3"
"5770";39900;"Rodinný dom";"okres Nové Zámky";"Trávnica";"okres Nové Zámky";NA;"https://www.nehnutelnosti.sk/4894334/ponukame-na-predaj-chalupu-v-obci-travnica-5km-od-podhajskej/";"Pôvodný stav";NA;NA;NA;"yes";NA
"5771";114900;"Byt";"okres Púchov";"Púchov";"okres Púchov";NA;"https://www.nehnutelnosti.sk/4894332/budte-prvi-na-obhliadke-pripravujeme-na-predaj-2izbovy-byt-v-puchove/";"Čiastočná rekonštrukcia";NA;NA;"50";"no";"2"
"5772";199000;"Byt";"okres Trnava";"Trnava";"okres Trnava";NA;"https://www.nehnutelnosti.sk/4894329/3-izb-byt-72m2-s-loggiou-parking-prudy-i-etapa-trnava/";"Novostavba";"72";NA;NA;"no";"3"
"5773";120000;"Rodinný dom";"okres Nové Zámky";"Kamenica nad Hronom";"okres Nové Zámky";NA;"https://www.nehnutelnosti.sk/4894315/predaj-rodinneho-domu-aktualne-sluziaci-ako-kancelaria/";"Čiastočná rekonštrukcia";"259,5";"175";"1303";"no";NA
"5774";NA;"Rodinný dom";"okres Šaľa";"Šaľa";"okres Šaľa";NA;"https://www.nehnutelnosti.sk/4894295/na-predaj-novostavba-4-izboveho-rodinneho-domu-sala-nova-lokalita/";"Novostavba";"100";NA;NA;"no";NA
"5775";285000;"Rodinný dom";"okres Martin";"Ratkovo";"okres Martin";NA;"https://www.nehnutelnosti.sk/4894267/znizena-cena-4-izbova-novostavba-v-ratkove/";"Novostavba";"135";"142";"538";"no";NA
"5776";240000;"Byt";"okres Bratislava";"Bratislava II - Ružinov";"okres Bratislava";NA;"https://www.nehnutelnosti.sk/4815499/predaj-2-5-izbovy-byt-bratislava-ruzinov-solivarska/";"Čiastočná rekonštrukcia";"65";NA;NA;"no";"3"
"5777";299000;"Byt";"okres Prešov";"Prešov";"okres Prešov";NA;"https://www.nehnutelnosti.sk/4894226/byty-solivarska-posledny-penthouse-s-velkou-terasou-a-krasnym-vyhladom-299-000-eur/";"Novostavba";"100";NA;NA;"yes";"4"
"5778";139900;"Byt";"okres Martin";"Martin";"okres Martin";NA;"https://www.nehnutelnosti.sk/4894221/na-predaj-3-izbovy-byt-martin-podhaj-s-garazou/";"Čiastočná rekonštrukcia";"81,67";NA;NA;"yes";"3"
"5779";290000;"Rodinný dom";"okres Partizánske";"Chynorany";"okres Partizánske";NA;"https://www.nehnutelnosti.sk/4894174/exkluzivne8-izbovy-rodinny-dom-s-garazou-1009-m2-chynorany/";"Kompletná rekonštrukcia";NA;"400";"1009";"no";NA
"5780";130000;"Byt";"okres Senec";"Miloslavov";"okres Senec";NA;"https://www.nehnutelnosti.sk/4894160/novy-1-5-izbovy-byt-v-novostavbe-s-parkovacim-miestom-miloslavov-sekvojova-ulica-36-10m-log/";"Novostavba";"36,1";NA;NA;"no";"1"
"5781";174990;"Rodinný dom";"okres Dunajská Streda";"Veľká Paka";"okres Dunajská Streda";NA;"https://www.nehnutelnosti.sk/4894118/predaj-rodinny-dom-velka-paka-garaz-pozemok-800-m2-bratislava-23-km-znizena-cena/";"Pôvodný stav";"200";"120";"800";"no";NA
"5782";NA;"Rodinný dom";"okres Pezinok";"Šenkvice";"okres Pezinok";NA;"https://www.nehnutelnosti.sk/4894037/top-dom-299m2-s-velkym-pozmekom-934m2-senkvice/";"Vo výstavbe";"299,19";"330";"934";"yes";NA
"5783";1e+05;"Rodinný dom";"okres Kysucké Nové Mesto";"Rudinská";"okres Kysucké Nové Mesto";NA;"https://www.nehnutelnosti.sk/4893979/rodinny-dom-rudinska/";"Pôvodný stav";"70";"80";"2008";"no";NA
"5784";1;"Rodinný dom";"okres Piešťany";"Moravany nad Váhom";"okres Piešťany";NA;"https://www.nehnutelnosti.sk/4893904/rodinny-dom-ako-pivaren-a-ubytovna-s-bazenom-a-saunou-moravany-nad-vahom/";"Čiastočná rekonštrukcia";"385";"302";"1297";"no";NA
"5785";239900;"Rodinný dom";"okres Šaľa";"Vlčany";"okres Šaľa";NA;"https://www.nehnutelnosti.sk/4893750/na-predaj-6-izbovy-rodinny-dom-vlcany/";"Čiastočná rekonštrukcia";"144";"144";"3102";"no";NA
"5786";119990;"Rodinný dom";"okres Topoľčany";"Krušovce";"okres Topoľčany";NA;"https://www.nehnutelnosti.sk/4893665/na-predaj-3-izbovy-rodinny-dom-v-obci-krusovce-s-pozemkom-1306-m2/";"Pôvodný stav";"1306";"132";"1306";"no";NA
"5787";95990;"Rodinný dom";"okres Levice";"Pastovce";"okres Levice";NA;"https://www.nehnutelnosti.sk/4893666/ponuka-tyzdna-predaj-obrovskeho-dvojpodlazneho-rodinneho-domu-s-dvojgarazou-dvorom-a-zahradou-pas/";"Čiastočná rekonštrukcia";"1260";NA;"1260";"no";NA
"5788";79900;"Byt";"okres Prievidza";"Prievidza";"okres Prievidza";NA;"https://www.nehnutelnosti.sk/4893599/slnecny-byt-v-prievidzi-na-predaj/";"Čiastočná rekonštrukcia";"61";NA;NA;"no";"2"
"5789";NA;"Rodinný dom";"okres Piešťany";"Piešťany";"okres Piešťany";NA;"https://www.nehnutelnosti.sk/4893596/synergy-development-energeticky-usporna-eko-novostavba-rodinneho-domu-v-projekte-rezidencia-vesele/";"Developerský projekt";"105,56";NA;"682";"no";NA
"5790";51900;"Rodinný dom";"okres Prievidza";"Oslany";"okres Prievidza";NA;"https://www.nehnutelnosti.sk/4893528/na-predaj-rodinny-dom-v-centre-obce-oslany-okres-prievidza/";"Pôvodný stav";"130";"130";"650";"no";NA
"5791";132000;"Byt";"okres Banská Bystrica";"Banská Bystrica";"okres Banská Bystrica";NA;"https://www.nehnutelnosti.sk/4893519/ponukame-1-izbovy-byt-banska-bystrica-foncorda/";"Čiastočná rekonštrukcia";"40";NA;NA;"no";"1"
